Timestamp; Position; ID
8.9;(0.01457585, 1.60744100, 0.04726443);445
8.92;(0.01490074, 1.61471800, 0.04643467);446
8.94;(0.01527314, 1.61979300, 0.04575279);447
8.96;(0.01552575, 1.62171000, 0.04539620);448
8.98;(0.01607276, 1.62431400, 0.04501237);449
9;(0.01687361, 1.62573800, 0.04491972);450
9.02;(0.01764170, 1.62645600, 0.04528149);451
9.04;(0.01802771, 1.62635300, 0.04581804);452
9.059999;(0.01913004, 1.62553900, 0.04728427);453
9.08;(0.02023001, 1.62428400, 0.04936243);454
9.099999;(0.02122626, 1.62265400, 0.05202971);455
9.12;(0.02230380, 1.62090800, 0.05525391);456
9.139999;(0.02319191, 1.61840100, 0.05894008);457
9.16;(0.02354328, 1.61663100, 0.06084458);458
9.179999;(0.02401588, 1.61302700, 0.06470244);459
9.2;(0.02429598, 1.60905000, 0.06884556);460
9.22;(0.02428381, 1.60461500, 0.07322396);461
9.24;(0.02387905, 1.59997200, 0.07786413);462
9.26;(0.02349482, 1.59736300, 0.08045306);463
9.28;(0.02274488, 1.59262500, 0.08570584);464
9.3;(0.02177563, 1.58796800, 0.09135353);465
9.32;(0.02099240, 1.58342800, 0.09684345);466
9.34;(0.02066778, 1.58110700, 0.09951758);467
9.36;(0.02005574, 1.57646600, 0.10457400);468
9.38;(0.01985069, 1.57184600, 0.10927260);469
9.4;(0.01973694, 1.56753600, 0.11379150);470
9.42;(0.02003760, 1.56369100, 0.11808010);471
9.44;(0.02031104, 1.56189500, 0.12010180);472
9.46;(0.02112642, 1.55822600, 0.12416850);473
9.48;(0.02226158, 1.55420400, 0.12801320);474
9.5;(0.02335465, 1.54986700, 0.13181410);475
9.52;(0.02445657, 1.54564000, 0.13564820);476
9.54;(0.02486032, 1.54352400, 0.13765100);477
9.559999;(0.02560876, 1.53930700, 0.14147740);478
9.58;(0.02613848, 1.53527600, 0.14536200);479
9.599999;(0.02649360, 1.53136300, 0.14944600);480
9.62;(0.02682416, 1.52765400, 0.15365730);481
9.639999;(0.02701641, 1.52584600, 0.15567940);482
9.66;(0.02754376, 1.52211600, 0.15962300);483
9.679999;(0.02799742, 1.51840500, 0.16345780);484
9.7;(0.02823262, 1.51489600, 0.16722390);485
9.719999;(0.02837969, 1.51336200, 0.16903000);486
9.74;(0.02865835, 1.51056800, 0.17269040);487
9.76;(0.02876327, 1.50815100, 0.17618770);488
9.78;(0.02855620, 1.50580300, 0.17934320);489
9.8;(0.02841022, 1.50398200, 0.18211710);490
9.82;(0.02804520, 1.50246000, 0.18492180);491
9.84;(0.02790921, 1.50186900, 0.18625970);492
9.86;(0.02762555, 1.50087900, 0.18880070);493
9.88;(0.02747236, 1.50002200, 0.19092070);494
9.9;(0.02740964, 1.49941200, 0.19279160);495
9.92;(0.02735108, 1.49901100, 0.19455620);496
9.94;(0.02730717, 1.49891900, 0.19541320);497
9.96;(0.02733368, 1.49882500, 0.19692680);498
9.98;(0.02741219, 1.49875900, 0.19824160);499
